tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,Default_ind,goodbad,class_pred_fair,class_pred_orig,States
59869.92,13153.4,371,222,345,0,0,0,0,2,0,0,0,0.402011366,0.344033544,0.2848561,0.437296318,1,86000,0,Good,0,0,GA
100856.02,15376.11,268,93,247,1,0,0,0,2,3,0,1,0.673243632,0.62188879,0.536528681,0.673662641,1,53000,0,Good,1,1,SC
87665.13,12067.25,353,182,282,0,0,0,0,0,1,1,0,0.469774543,0.478549501,0.360030079,0.466037494,1,98000,0,Good,0,0,SC
62661.17,7459.91,200,104,198,0,0,0,0,1,2,0,0,0.402280071,0.291533466,0.504303286,0.433939341,0,94000,0,Good,1,1,MS
99125.59,19519.38,320,172,313,0,0,0,0,3,6,0,0,0.445613213,0.392579884,0.489018219,0.539701751,0,105000,0,Good,1,1,SC
69669.27,9382.34,234,119,228,0,0,0,0,1,2,0,0,0.446948079,0.405300171,0.472266777,0.490074487,0,52000,0,Good,0,0,AL
87329.65,18256.2,341,174,302,0,0,0,0,0,0,0,0,0.565264576,0.441860247,0.477985486,0.527682631,0,84000,0,Good,1,1,NC
60980.38,10347.71,290,156,260,0,0,0,0,0,0,0,0,0.360788922,0.405858283,0.526007897,0.374474378,0,99000,0,Good,0,0,FL
60467.22,10251.53,244,136,191,0,0,0,0,0,0,0,0,0.465019244,0.505152565,0.449894187,0.454367411,0,78000,0,Good,0,0,FL
99626.27,10437.37,268,144,219,0,0,0,0,4,4,0,0,0.421564083,0.448820872,0.39268561,0.300106344,0,90000,0,Good,0,0,AL
61622.9,13687.23,264,126,243,0,0,0,0,1,2,0,0,0.522146033,0.556699891,0.489097648,0.490074487,1,102000,0,Good,0,0,LA
131240.97,15678.57,306,159,237,0,0,0,0,5,9,0,0,0.564476508,0.647120418,0.557365615,0.498637448,0,58000,0,Good,0,0,LA
72111.16,12284.92,368,141,337,0,0,0,0,1,3,0,1,0.441701974,0.573383277,0.419180969,0.419883517,1,74000,0,Good,0,0,AL
74511.15,13806.58,261,146,250,0,0,0,0,0,1,0,0,0.640837204,0.708437259,0.667624442,0.660692398,0,91000,0,Good,0,0,NC
130861.76,17019.64,370,130,337,0,0,0,0,2,1,0,0,0.475554385,0.446471759,0.378683747,0.401470081,0,63000,0,Good,0,0,MS
88803.34,13998.87,295,145,242,2,0,1,12148.16,0,1,0,0,0.379181812,0.457332013,0.570833784,0.413242981,0,77000,0,Good,1,1,GA
143698.57,19011.19,475,237,400,0,0,0,0,0,3,0,0,0.567285559,0.494266026,0.607700794,0.590005786,1,82000,0,Good,1,1,SC
102555.38,11711.37,275,88,242,0,0,0,0,0,2,0,1,0.613647245,0.666267236,0.512780449,0.573991824,1,73000,0,Good,0,0,MS
110722.06,13374.03,343,133,328,0,0,0,0,6,9,0,0,0.429854393,0.44762221,0.506086305,0.347690685,0,78000,0,Good,0,0,GA
83598.21,12850.96,344,166,258,0,0,0,0,0,0,0,0,0.344742353,0.301466533,0.456020339,0.27641264,0,81000,0,Good,0,0,SC
119254.9,16716.33,294,142,242,0,0,0,0,0,1,0,0,0.48585071,0.500252171,0.45272724,0.588645473,1,99000,0,Good,0,0,MS
70145.68,14652.67,340,172,320,0,0,0,0,0,1,0,0,0.496736614,0.529769414,0.551918097,0.480955605,1,68000,0,Good,0,0,NC
126973.88,16362.76,264,122,223,0,0,0,0,0,1,0,0,0.372693941,0.5537791,0.49379278,0.397498187,0,71000,0,Good,0,0,FL
129661.41,19343.7,198,92,191,1,0,0,0,0,0,0,0,0.798197062,0.724161497,0.670584436,0.808550091,0,79000,1,Bad,1,1,AL
92057,14016.8,268,196,268,0,0,0,0,1,3,0,1,0.376705283,0.360331667,0.465610411,0.461433322,0,82000,0,Good,0,0,NC
134319.81,17078.35,323,176,274,0,0,0,0,3,2,0,0,0.408959369,0.421404969,0.418999819,0.342595942,0,79000,0,Good,0,0,MS
64196.91,12392.84,311,187,305,0,0,0,0,2,4,0,1,0.555329274,0.430872561,0.64142582,0.441872613,0,68000,0,Good,0,0,FL
106182.42,13957.41,329,145,325,0,0,0,0,3,5,0,0,0.681862101,0.737653552,0.604925786,0.681884981,0,42000,0,Good,1,1,NC
116561.77,16675.88,321,164,315,0,0,0,0,0,0,0,0,0.417288439,0.451933553,0.564074601,0.45260321,0,64000,0,Good,0,0,GA
156813.82,99999,286,175,246,0,0,0,0,3,4,1,1,0.456232103,0.602470294,0.530778979,0.497151618,1,84000,0,Good,1,1,MS
123278.02,15712.86,321,136,310,0,0,0,0,1,2,0,0,0.66540964,0.679694307,0.575398489,0.570970159,0,97000,0,Good,0,0,GA
101763.9,12221.53,301,142,271,0,0,0,0,2,6,0,0,0.503943397,0.532356958,0.588119826,0.363952575,0,91000,0,Good,0,0,GA
105522.92,18549.19,374,153,329,0,0,0,0,0,3,0,0,0.65750667,0.825384084,0.70724227,0.651226914,1,81000,0,Good,1,1,SC
101810.69,14823.95,371,193,333,0,0,0,0,0,1,0,0,0.604303611,0.519343379,0.608788064,0.594236628,0,77000,0,Good,0,0,AL
120382.26,15607.48,393,203,368,0,0,0,0,2,4,0,0,0.396545726,0.351810956,0.499218861,0.339461522,0,101000,0,Good,0,0,GA
71785.17,11230.62,240,142,224,0,0,0,0,0,0,0,0,0.538185339,0.499296438,0.607144809,0.561484722,0,76000,0,Good,0,0,MS
100492.35,13532.87,276,141,228,0,0,0,0,6,9,0,0,0.679276491,0.717947335,0.630157957,0.65522928,0,77000,0,Good,1,1,FL
49413.58,9216.61,211,122,195,0,0,0,0,1,4,0,0,0.629524114,0.607530392,0.662881876,0.616977188,0,63000,1,Bad,1,1,LA
75669.46,12329.94,319,173,254,0,0,0,0,2,2,1,0,0.591456922,0.524433448,0.740516161,0.490074487,0,82000,0,Good,0,0,FL
107269.51,12685.96,388,196,372,0,0,0,0,1,6,0,0,0.478543734,0.506027506,0.343832761,0.498569862,0,83000,0,Good,0,0,SC
75017.7,9874.23,298,152,247,0,0,0,0,4,5,1,1,0.613738697,0.506301215,0.671143052,0.58948275,0,91000,0,Good,1,0,FL
111427.45,12121.24,132,67,108,0,0,0,0,1,4,0,0,0.404769799,0.462051835,0.56110607,0.395976017,0,54000,0,Good,0,0,LA
85941.66,12182.29,410,228,360,0,0,0,0,1,3,0,0,0.399028343,0.335320035,0.353588501,0.303976279,0,82000,0,Good,0,0,GA
78820.29,13231.08,342,176,316,0,0,0,0,1,1,0,1,0.511740208,0.541878875,0.499654927,0.421964545,0,75000,0,Good,0,0,NC
99957.6,14392.36,309,156,261,0,0,0,0,4,8,0,0,0.493328919,0.447688648,0.523513463,0.443445992,0,85000,0,Good,0,0,SC
74060.71,10126.92,340,224,307,0,0,0,0,3,4,0,0,0.426256264,0.585449955,0.416575077,0.43027464,1,75000,0,Good,0,0,MS
84853.48,13791.29,312,145,262,0,0,0,0,2,7,0,0,0.603977165,0.655229729,0.534149486,0.588670198,1,72000,0,Good,0,0,FL
129272.53,15868.36,127,101,116,0,0,0,0,0,0,0,0,0.439103453,0.553869236,0.358540211,0.393938649,0,89000,0,Good,0,0,GA
113816.36,13299.4,304,154,301,0,0,0,0,2,4,0,0,0.687431583,0.625495276,0.801300289,0.602318558,0,95000,0,Good,1,0,LA
87652.63,12395.08,203,87,196,0,0,0,0,2,0,0,0,0.427321063,0.406018418,0.507580809,0.340997196,0,95000,0,Good,0,0,GA
73923.87,14424.37,229,103,226,0,0,0,0,0,1,0,0,0.331355976,0.35534072,0.527490536,0.370114984,1,87000,0,Good,0,0,SC
89491.97,9160.08,276,160,235,0,0,0,0,0,0,0,0,0.656993282,0.660745268,0.491098331,0.65107546,0,54000,1,Bad,1,1,GA
90790.26,14728.46,372,165,344,0,0,0,0,0,1,0,0,0.344526462,0.46661084,0.362025031,0.445625658,0,49000,0,Good,0,0,LA
82661.32,12236.21,351,219,334,0,0,0,0,0,2,0,0,0.648304596,0.603025199,0.584130606,0.490074487,0,67000,0,Good,0,0,AL
63037.07,10376.44,270,137,228,0,0,0,0,3,7,0,0,0.439651809,0.522257656,0.514501274,0.427445329,1,87000,0,Good,0,0,FL
115479.55,16835.64,213,127,209,3,1,1,18736.79,2,2,0,0,0.476348584,0.490170114,0.544497014,0.496261715,0,87000,1,Bad,1,1,LA
126959.35,14740.62,317,187,272,0,0,0,0,1,0,1,0,0.582858652,0.430990129,0.61999491,0.520509788,0,75000,0,Good,0,0,FL
93022.06,11908.98,396,204,312,0,0,0,0,0,0,0,0,0.430971263,0.380814216,0.449852164,0.490074487,0,94000,0,Good,0,0,MS
82027.19,9448.37,277,175,251,0,0,0,0,0,1,0,0,0.574095696,0.649614458,0.506280858,0.569585559,0,78000,0,Good,1,0,LA
121939.34,16586.15,265,136,231,0,0,0,0,1,2,0,0,0.486104044,0.526844664,0.496734392,0.624810291,0,59000,0,Good,1,1,NC
94835.29,15143.13,328,163,312,0,0,0,0,1,4,0,1,0.507900288,0.473823118,0.556481731,0.490074487,0,56000,0,Good,0,0,FL
100965.69,10718.59,257,136,243,0,0,0,0,2,4,0,0,0.402226712,0.343223941,0.45602307,0.399491122,0,72000,0,Good,0,0,FL
109592.92,12347.71,188,78,173,0,0,0,0,0,0,0,0,0.587852621,0.659576484,0.586564247,0.51754107,0,73000,0,Good,0,0,SC
87443.18,14998.52,268,138,260,0,0,0,0,6,9,0,0,0.484301609,0.551056614,0.568384225,0.460248528,0,72000,0,Good,0,0,AL
130996.08,17462.69,230,128,217,0,0,0,0,2,5,0,0,0.480646187,0.445470699,0.416783794,0.415558026,0,83000,0,Good,1,1,GA
85190.06,13299.05,297,156,280,0,0,0,0,1,1,0,0,0.367287693,0.390519706,0.424772234,0.318988649,0,70000,0,Good,0,0,FL
100087.37,10382.61,302,141,298,2,0,1,4590.58,4,4,0,0,0.62914188,0.541678462,0.560598893,0.596989219,0,87000,1,Bad,1,1,AL
87761.24,12457.75,228,108,200,0,0,0,0,2,3,0,1,0.408680366,0.426048653,0.495866661,0.38858227,0,81000,0,Good,0,0,MS
126839.54,13549.77,442,169,382,0,0,0,0,1,3,0,0,0.619243367,0.575059258,0.54003175,0.661017867,0,52000,0,Good,0,0,FL
87735.22,13055.35,235,115,215,0,0,0,0,4,3,0,0,0.610585273,0.462778867,0.650444239,0.553086049,0,49000,0,Good,0,0,GA
64220.99,11863.8,245,132,241,0,0,0,0,3,6,1,0,0.572724574,0.602706541,0.643113675,0.500402403,0,72000,0,Good,0,0,NC
58367.57,8723.43,339,182,329,0,0,0,0,1,0,1,1,0.738142072,0.770868788,0.796397887,0.683321039,0,76000,1,Bad,1,1,FL
132713.41,16996.09,161,111,124,0,0,0,0,0,2,0,0,0.622167552,0.614719098,0.670298381,0.52946216,1,92000,0,Good,1,1,NC
119797.81,17414.63,343,185,307,0,0,0,0,4,8,0,0,0.697373167,0.76596734,0.632441629,0.709093326,0,86000,0,Good,1,1,NC
146864.26,14079.55,199,100,158,0,0,0,0,3,7,0,1,0.421876179,0.346868441,0.698999083,0.379023816,0,87000,0,Good,0,0,FL
104157.68,14665.27,327,198,302,0,0,0,0,0,2,0,0,0.423931567,0.397045852,0.486073257,0.36340267,0,70000,0,Good,0,0,AL
112471.86,17093.65,300,162,263,0,0,0,0,4,8,0,0,0.371500879,0.356845352,0.353825262,0.385139584,1,75000,0,Good,0,0,MS
78720.37,14269.67,409,225,336,1,0,0,0,0,4,0,0,0.429293573,0.38695918,0.463968285,0.555548902,1,57000,0,Good,1,0,FL
93954.26,17383.84,253,142,248,0,0,0,0,0,1,0,1,0.775479057,0.668752676,0.611824589,0.778058293,0,70000,0,Good,1,1,AL
61305.65,10527.32,387,177,346,0,0,0,0,3,7,1,1,0.366737138,0.340786209,0.266547782,0.306291015,0,60000,0,Good,0,0,FL
108917.2,17999.11,306,185,238,0,0,0,0,4,6,0,0,0.496160258,0.420193728,0.558027862,0.490074487,0,92000,0,Good,1,1,FL
72158.15,12999.24,354,178,313,0,0,0,0,8,13,0,0,0.344012333,0.548631331,0.191792982,0.390778351,0,62000,0,Good,0,0,SC
93663.81,12416.28,356,186,356,0,0,0,0,5,10,0,0,0.561960972,0.555660715,0.632727487,0.523269167,0,87000,0,Good,0,0,AL
87754.55,12045.48,343,170,294,0,0,0,0,0,0,0,0,0.517279266,0.556681425,0.488026871,0.349848612,1,38000,0,Good,0,0,GA
113965.59,13075.94,365,185,323,0,0,0,0,1,2,0,0,0.396984909,0.468046096,0.464906284,0.316749557,0,101000,0,Good,0,0,GA
143948.81,99999,293,144,279,0,0,0,0,4,5,0,0,0.538984035,0.581705366,0.598773336,0.505190604,0,75000,1,Bad,1,1,LA
77569.82,13467.68,380,204,322,0,0,0,0,5,10,0,0,0.603272891,0.6608223,0.640283859,0.717502433,0,66000,1,Bad,1,0,MS
68527.72,10981.98,398,185,369,0,0,0,0,4,4,0,0,0.623448567,0.636896763,0.579703059,0.639965244,1,56000,1,Bad,1,0,SC
65944.5,11220.98,254,175,231,0,0,0,0,0,2,0,0,0.78077207,0.78216178,0.675855479,0.734956794,0,52000,0,Good,1,1,FL
66877.98,9420.89,387,208,354,0,0,0,0,4,5,0,0,0.526018541,0.543439398,0.524144358,0.357986523,0,73000,0,Good,1,1,NC
102882.5,11780.71,212,100,202,1,0,0,0,3,3,0,0,0.664382744,0.590985622,0.593776302,0.669054766,0,80000,1,Bad,1,1,SC
107892.94,15410.9,406,207,346,0,0,0,0,1,2,0,0,0.552645177,0.579622293,0.48476009,0.599234134,0,56000,0,Good,0,0,AL
103560.94,14750.79,231,153,184,0,0,0,0,0,2,0,0,0.51579682,0.5764145,0.471945589,0.48708188,0,103000,0,Good,0,0,FL
105920.25,12851.55,390,195,335,0,0,0,0,2,4,0,0,0.537972289,0.592315867,0.403380018,0.528210742,1,75000,0,Good,0,0,MS
90515.12,13546.96,283,118,256,0,0,0,0,1,3,0,0,0.567824235,0.647358426,0.656652066,0.528927029,0,62000,0,Good,0,0,NC
96084.92,13178.69,275,126,214,0,0,0,0,2,1,0,0,0.540169108,0.479849456,0.535840761,0.463480858,0,92000,0,Good,0,0,AL
85286.68,12853.27,358,149,330,0,0,0,0,5,9,0,0,0.412514559,0.447060201,0.458688518,0.490074487,0,72000,0,Good,0,0,NC
78549.29,11820.48,365,176,297,0,0,0,0,1,2,0,0,0.503891119,0.476701093,0.584620688,0.468331916,0,66000,0,Good,0,0,FL
62112.43,10257.17,321,148,289,0,0,0,0,2,4,0,0,0.313531823,0.325520398,0.294150949,0.359826376,0,79000,0,Good,0,0,MS
117657.75,17403.83,365,166,298,0,0,0,0,0,0,0,0,0.288192336,0.271997459,0.486094787,0.462144713,0,76000,0,Good,0,0,SC
120943.49,14303.18,326,152,299,0,0,0,0,2,4,0,0,0.739498855,0.813379418,0.70542311,0.755492908,0,86000,0,Good,1,0,LA
81253.66,9482.22,255,92,245,0,0,0,0,1,2,0,0,0.444778241,0.408914806,0.464734156,0.408890118,0,75000,0,Good,0,0,GA
64791.64,8884.96,153,112,143,0,0,0,0,1,2,0,1,0.31788735,0.447239412,0.218009966,0.339985714,0,93000,0,Good,0,0,LA
111961.08,12758.22,252,135,209,0,0,0,0,1,1,0,1,0.408201785,0.434877088,0.445698342,0.317995355,0,86000,0,Good,0,0,SC
82308.14,11996.27,274,117,252,0,0,0,0,0,0,1,0,0.450708068,0.380377043,0.441764009,0.398702828,1,81000,0,Good,0,0,SC
120536.19,17096.17,310,180,304,1,0,0,0,0,0,0,0,0.618923719,0.571287977,0.462822095,0.645509322,0,92000,0,Good,1,1,MS
76696.84,14824.77,306,172,252,0,0,0,0,0,0,0,0,0.401508355,0.387893827,0.389213633,0.388217607,1,75000,0,Good,0,0,LA
77676.68,12197.37,329,151,324,0,0,0,0,0,0,0,0,0.370303996,0.471328083,0.357015854,0.380978222,0,89000,0,Good,0,0,SC
105333.21,17475.68,269,86,238,1,1,0,0,4,7,0,0,0.744395826,0.796933105,0.818471949,0.659790605,1,88000,1,Bad,1,1,GA
102408.27,12987.93,348,162,249,0,0,0,0,3,5,0,0,0.533700298,0.460063874,0.42900384,0.479045219,0,48000,0,Good,0,0,MS
113334.28,14547.86,381,169,333,0,0,0,0,8,15,0,0,0.54445566,0.574907898,0.487408414,0.429177853,0,83000,0,Good,0,0,LA
84752.7,15298.72,315,124,301,0,0,0,0,0,0,0,0,0.387106506,0.544365609,0.299509961,0.419442053,1,75000,0,Good,0,0,SC
110338.53,17337.51,242,183,233,0,0,0,0,0,0,0,0,0.500392016,0.557836273,0.476344004,0.353595836,0,93000,0,Good,0,0,GA
108883.69,16227.47,344,137,300,0,0,0,0,0,0,0,0,0.459073288,0.430855436,0.472962892,0.453449702,0,78000,0,Good,0,0,SC
82555.97,12608.25,235,152,226,1,0,0,0,0,0,0,0,0.433401261,0.435130871,0.576725511,0.41873579,1,64000,0,Good,1,0,GA
81408.53,10230.75,292,167,290,0,0,0,0,3,3,1,0,0.489254689,0.572460126,0.47850696,0.50337038,0,54000,0,Good,0,0,MS
132490.84,19461.77,362,191,316,0,0,0,0,0,2,0,0,0.414181179,0.392028252,0.495344736,0.358483916,0,52000,0,Good,1,0,MS
106226.06,9959.64,272,116,272,0,0,0,0,4,7,0,0,0.572299681,0.580847007,0.562982354,0.595339976,0,85000,0,Good,1,0,LA
117704.86,18133.26,279,160,256,0,0,0,0,2,2,0,0,0.366375381,0.426130138,0.404384961,0.429628823,0,65000,0,Good,0,0,MS
133292.46,10657.66,257,154,242,0,0,0,0,0,0,1,0,0.475784853,0.512795719,0.379755925,0.463329243,0,68000,0,Good,0,0,NC
114317.66,12753.05,367,168,350,1,0,0,0,6,9,0,0,0.29579153,0.398360674,0.427351914,0.258301283,0,34000,0,Good,1,1,FL
103548.17,11795.16,349,181,320,0,0,0,0,0,0,0,0,0.299846566,0.472653331,0.537038177,0.292738203,0,75000,0,Good,0,0,LA
123939.62,12394.93,261,147,260,0,0,0,0,4,11,0,0,0.527969974,0.550434713,0.581538989,0.45394275,0,112000,0,Good,0,0,GA
123006.69,16931.79,368,188,315,0,0,0,0,0,0,1,0,0.671796552,0.656770093,0.614957063,0.556448745,1,53000,0,Good,1,1,FL
129652.09,14331.73,329,133,295,0,0,0,0,4,10,0,0,0.469565655,0.55881883,0.484252907,0.56101373,1,63000,0,Good,0,0,AL
126388.82,13750.67,357,220,348,0,0,0,0,4,6,0,0,0.376581859,0.419102441,0.401159212,0.317576102,1,70000,0,Good,0,0,LA
86887.29,12984.62,236,112,212,0,0,0,0,4,8,0,0,0.452465688,0.466556346,0.415967762,0.355676952,0,84000,0,Good,0,0,AL
113415.6,15565.1,193,92,160,0,0,0,0,2,5,0,0,0.314796607,0.48591671,0.388158154,0.310369835,0,61000,0,Good,0,0,GA
57526.97,9483.29,270,189,269,0,0,0,0,0,0,1,0,0.519222075,0.506781835,0.484655584,0.486200898,1,79000,0,Good,0,0,MS
119654.51,14495.95,379,179,358,0,0,0,0,0,2,0,0,0.527679998,0.38132286,0.549951589,0.572497882,1,88000,0,Good,0,0,GA
42257.52,11544.31,235,139,166,0,0,0,0,1,0,0,0,0.568583367,0.541044939,0.626984689,0.628909386,1,60000,0,Good,0,0,MS
107592.73,12250.61,272,142,204,0,0,0,0,0,0,0,0,0.5926428,0.79496391,0.504598757,0.560094305,1,72000,0,Good,0,0,LA
114792.62,17646.93,265,135,245,0,0,0,0,0,1,0,1,0.627683959,0.605234575,0.635097294,0.634323249,0,73000,0,Good,1,1,NC
96034.36,13242.24,303,167,301,0,0,0,0,4,5,0,0,0.539273857,0.603615506,0.588267378,0.48586028,0,72000,0,Good,0,0,LA
50334.35,11069.73,251,137,236,0,0,0,0,2,6,1,0,0.076329037,0.203243462,0.131368246,0.115268115,1,62000,0,Good,0,0,GA
123686.92,15282.3,217,107,211,0,0,0,0,6,12,0,0,0.460813498,0.424261864,0.390427836,0.490074487,0,75000,0,Good,0,0,NC
69114.45,9967.32,248,142,233,0,0,0,0,1,4,0,0,0.545819323,0.461190643,0.409964854,0.406068337,0,80000,0,Good,0,0,LA
46084.54,7731.78,281,182,211,0,0,0,0,0,0,0,0,0.510958015,0.493981628,0.548650995,0.531063796,0,59000,0,Good,1,1,GA
107480.39,17279.8,368,186,319,0,0,0,0,0,0,1,0,0.622914221,0.691349882,0.592278781,0.490074487,0,80000,0,Good,1,0,LA
99853.33,15106.01,226,111,197,0,0,0,0,0,0,0,0,0.388760527,0.304468438,0.469169013,0.370804804,1,75000,0,Good,0,0,MS
76768.15,11871.99,208,122,187,0,0,0,0,1,0,1,0,0.554323251,0.485820143,0.545878869,0.536563458,0,71000,0,Good,0,0,NC
169608.24,18061.03,167,84,147,0,0,0,0,2,6,0,0,0.507293991,0.430239402,0.44016609,0.45379938,0,102000,0,Good,1,1,MS
134577.1,18320.52,220,128,211,0,0,0,0,1,2,0,0,0.290539069,0.534718149,0.336691638,0.406217797,0,55000,0,Good,0,0,AL
84700.86,15128.14,252,189,241,0,0,0,0,0,2,1,1,0.427510986,0.503514853,0.498656286,0.566891369,0,84000,0,Good,0,0,LA
128099.85,14123.76,287,113,277,0,0,0,0,5,5,1,0,0.678165747,0.622632249,0.602904118,0.644536256,1,105000,0,Good,1,0,GA
76473.21,14853.56,334,185,269,0,0,0,0,4,7,1,0,0.38696571,0.634369123,0.454830918,0.510312259,0,82000,0,Good,0,0,AL
81867.99,10944.45,317,172,309,0,0,0,0,4,5,1,0,0.508343339,0.522411369,0.478637485,0.4942254,0,79000,0,Good,0,0,SC
115535.42,17532.46,318,144,284,0,0,0,0,0,1,0,0,0.524490154,0.498817863,0.474878204,0.579206227,0,74000,0,Good,1,0,MS
100248.01,12522.71,272,156,213,0,0,0,0,3,8,0,0,0.581918826,0.652037967,0.52187321,0.502942977,0,74000,0,Good,0,0,FL
107946.32,16136.03,241,162,241,0,0,0,0,0,0,0,0,0.407346554,0.466386569,0.401434493,0.490074487,0,55000,0,Good,0,0,NC
106288.89,15782.96,374,152,355,0,0,0,0,1,0,0,0,0.338992445,0.488813876,0.432178921,0.277460777,1,73000,0,Good,0,0,MS
82273.71,12439.97,403,203,352,0,0,0,0,2,4,0,1,0.49776579,0.612947641,0.706503477,0.490074487,0,75000,0,Good,0,0,AL
90666.54,13345.21,389,171,342,0,0,0,0,4,6,0,0,0.548701226,0.558519209,0.554411228,0.366781446,1,73000,0,Good,0,0,GA
94499.24,12424.49,296,180,247,0,0,0,0,6,8,1,0,0.539801865,0.585265889,0.474224296,0.556618758,0,61000,0,Good,0,0,AL
122807.19,14076.1,325,162,299,0,0,0,0,1,5,0,1,0.36827043,0.494147205,0.56745909,0.372400601,0,84000,0,Good,0,0,LA
67628.28,11297.34,323,176,292,0,0,0,0,3,7,0,0,0.520213522,0.64240722,0.496279976,0.461710717,0,66000,0,Good,0,0,GA
112868.67,13434.61,361,166,296,0,0,0,0,2,7,0,0,0.314993397,0.355814201,0.478095284,0.311805648,0,88000,0,Good,0,0,AL
87268.81,10719.84,314,129,260,0,0,0,0,2,4,0,0,0.588906769,0.572925229,0.690001032,0.59083924,0,97000,0,Good,0,0,FL
124181.56,14104.56,326,164,298,0,0,0,0,3,7,0,0,0.507851043,0.506417935,0.438541871,0.579290777,0,94000,0,Good,0,0,AL
105965.4,15010.52,307,189,250,0,0,0,0,2,3,0,0,0.637911824,0.594915054,0.548908432,0.608477581,0,75000,0,Good,0,0,MS
89300.27,12511.53,289,181,276,0,0,0,0,5,9,0,0,0.40291196,0.425686883,0.375838216,0.430885512,0,76000,0,Good,0,0,FL
112892.43,14330.38,293,160,266,0,0,0,0,1,0,0,0,0.592344527,0.563780041,0.474847871,0.490074487,0,75000,0,Good,0,0,MS
99708.69,11642.32,212,103,191,1,0,0,0,5,11,0,0,0.543136579,0.512777239,0.534796039,0.490074487,0,77000,1,Bad,1,1,FL
102062.31,13084.36,310,150,303,0,0,0,0,2,0,0,1,0.63734772,0.818387719,0.566675559,0.488833343,0,43000,0,Good,0,0,NC
86574,15128.17,204,80,165,0,0,0,0,4,9,1,0,0.3788095,0.35321906,0.41395034,0.422288705,0,74000,0,Good,0,0,AL
106696.26,13334.75,238,149,228,0,0,0,0,3,7,0,0,0.57759142,0.612594768,0.445417976,0.584948117,0,75000,0,Good,0,0,NC
85825.25,12918.11,268,153,234,0,0,0,0,2,2,0,0,0.449307291,0.528336411,0.493828728,0.473142129,0,69000,0,Good,0,0,MS
67295.15,5864.69,332,156,307,1,0,0,0,3,4,0,0,0.613382009,0.620067561,0.628137882,0.599305241,0,83000,1,Bad,1,1,FL
127544.75,19369.14,334,176,323,0,0,0,0,2,5,0,0,0.484498346,0.564813824,0.555204399,0.533041372,0,57000,0,Good,1,1,SC
100671.01,16024.1,258,141,257,0,0,0,0,2,3,0,0,0.484120781,0.556418843,0.466721861,0.534699655,0,70000,0,Good,0,0,LA
99701.05,14531.68,315,150,299,0,0,0,0,0,0,0,1,0.405968809,0.533685259,0.478068684,0.426400738,1,53000,0,Good,0,0,LA
101066.09,11702.87,336,160,286,0,0,0,0,2,3,0,0,0.424070631,0.411471762,0.394274899,0.395021034,0,70000,0,Good,0,0,MS
128041.55,18539.92,292,168,292,0,0,0,0,1,0,1,0,0.501497553,0.376597733,0.496901077,0.490074487,1,102000,0,Good,1,1,NC
98770.89,12370.56,225,75,207,0,0,0,0,7,13,1,0,0.684742001,0.66746828,0.659685547,0.831266458,0,78000,0,Good,1,1,FL
57362.7,9071.76,305,146,251,0,0,0,0,0,3,0,0,0.338641561,0.492772938,0.271086332,0.289201963,0,75000,0,Good,0,0,LA
94058.42,15870.69,351,136,315,0,0,0,0,0,0,0,0,0.47262289,0.624695637,0.451314739,0.434267561,1,75000,0,Good,0,0,MS
113183.82,15835.22,328,157,326,1,0,0,0,2,5,0,0,0.48758304,0.512942583,0.529853445,0.329065221,0,90000,0,Good,1,1,FL
73720.08,8062.87,226,96,221,0,0,0,0,2,4,2,0,0.61096744,0.556767299,0.536651248,0.567390957,0,85000,1,Bad,1,1,AL
40356.25,9284.32,213,151,163,0,0,0,0,1,2,0,0,0.508713932,0.52310651,0.445150735,0.537011386,0,54000,0,Good,1,1,NC
50479.38,9042.42,271,143,264,0,0,0,0,1,2,1,0,0.5325114,0.446321539,0.581647777,0.421758966,0,74000,0,Good,1,1,GA
66437.36,10426.63,341,162,331,0,0,0,0,4,7,0,0,0.43367295,0.344719496,0.433015044,0.462560151,0,83000,0,Good,0,0,MS
107354.36,14524.26,365,176,289,0,0,0,0,2,4,0,1,0.293485959,0.3859283,0.376592735,0.295393061,0,49000,0,Good,0,0,GA
73785.42,7708.73,303,165,259,0,0,0,0,0,0,0,0,0.276656994,0.30549717,0.290229117,0.259437954,0,94000,0,Good,1,1,GA
130010.33,16082.58,345,174,313,1,0,0,0,5,7,1,0,0.650869113,0.767724687,0.659555441,0.58176545,0,75000,0,Good,1,1,SC
101627.96,11305.02,293,153,254,0,0,0,0,4,9,0,0,0.573111224,0.588913334,0.519446997,0.580526597,0,60000,0,Good,0,0,AL
88559.3,14216.58,204,138,197,0,0,0,0,2,6,0,0,0.39677657,0.467344875,0.443953537,0.346036475,1,45000,0,Good,0,0,AL
89361.59,11877.4,405,176,399,0,0,0,0,0,1,1,0,0.618064665,0.570283215,0.516158252,0.573260489,1,82000,0,Good,0,0,LA
113425.88,18229,389,193,350,0,0,0,0,3,5,0,0,0.460544981,0.522439627,0.476772362,0.446719509,0,83000,0,Good,1,0,GA
